,Symbol,Name
1859,AGRITECH,Agri-Tech (India) Limited
1860,DAMODARIND,Damodar Industries Limited
1861,QUICKTOUCH,Quicktouch Technologies Limited
1862,BANKA,Banka BioLoo Limited
1863,BVCL,Barak Valley Cements Limited
1864,S&SPOWER,S&S Power Switchgears Limited
1865,ONDOOR,On Door Concepts Limited
1866,TOKYOPLAST,Tokyo Plast International Limited
1867,HOMESFY,Homesfy Realty Limited
1868,AVROIND,AVRO INDIA LIMITED
1869,ZENITHSTL,Zenith Steel Pipes & Industries Limited
1870,SYNOPTICS,Synoptics Technologies Limited
1871,STEELCITY,Steel City Securities Limited
1872,BABAFP,Baba Food Processing (India) Limited
1873,HISARMETAL,Hisar Metal Industries Limited
1874,AKSHAR,Akshar Spintex Limited
1875,MCON,Mcon Rasayan India Limited
1876,DGCONTENT,Digicontent Limited
1877,SOMICONVEY,Somi Conveyor Beltings Limited
1878,RCDL,Rajgor Castor Derivatives Limited
1879,MRO-TEK,MRO-TEK Realty Limited
1880,AAATECH,AAA Technologies Limited
1881,GRCL,Gayatri Rubbers And Chemicals Limited
1882,YAARI,Yaari Digital Integrated Services Limited
1883,VIVIANA,Viviana Power Tech Limited
1884,ARABIAN,Arabian Petroleum Limited
1885,GROBTEA,The Grob Tea Company Limited
1886,VERTEXPLUS,Vertexplus Technologies Limited
1887,MCL,Madhav Copper Limited
1888,NIBL,NRB Industrial Bearings Limited
1889,MARSHALL,Marshall Machines Limited
1890,ARIHANTACA,Arihant Academy Limited
1891,KHFM,Khfm Hospitality And Facility Management Services Limited
1892,DELTAMAGNT,Delta Manufacturing Limited
1893,PRESSTONIC,Presstonic Engineering Limited
1894,SAMPANN,Sampann Utpadan India Limited
1895,BHANDARI,Bhandari Hosiery Exports Limited
1896,PKTEA,The Peria Karamalai Tea & Produce Company Limited
1897,LPDC,Landmark Property Development Company Limited
1898,HOLMARC,Holmarc Opto-Mechatronics Limited
1899,LEMERITE,Le Merite Exports Limited
1900,INDSWFTLTD,Ind-Swift Limited
1901,MBECL,Mcnally Bharat Engineering Company Limited
1902,MAGSON,Magson Retail And Distribution Limited
1903,CINEVISTA,Cinevista Limited
1904,PANACHE,Panache Digilife Limited
1905,FIBERWEB,Fiberweb (India) Limited
1906,ARCHIES,Archies Limited
1907,REGENCERAM,Regency Ceramics Limited
1908,TPHQ,Teamo Productions HQ Limited
1909,AATMAJ,Aatmaj Healthcare Limited
1910,SHEETAL,Sheetal Universal Limited
1911,SETCO,Setco Automotive Limited
1912,PROLIFE,Prolife Industries Limited
1913,CELEBRITY,Celebrity Fashions Limited
1914,HECPROJECT,HEC Infra Projects Limited
1915,GLOBALPET,Global Pet Industries Limited
1916,MARCO,Marco Cables & Conductors Limited
1917,AGROPHOS,Agro Phos India Limited
1918,HOVS,HOV Services Limited
1919,CUBEXTUB,Cubex Tubings Limited
1920,AUSOMENT,Ausom Enterprise Limited
1921,KARMAENG,Karma Energy Limited
1922,DHRUV,Dhruv Consultancy Services Limited
1923,WEWIN,WE WIN LIMITED
1924,PENTAGON,Pentagon Rubber Limited
1925,AUROIMPEX,Auro Impex  & Chemicals Limited
1926,ATALREAL,Atal Realtech Limited
1927,TREEHOUSE,Tree House Education & Accessories Limited
1928,VINNY,Vinny Overseas Limited
1929,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited
1930,AMBANIORG,Ambani Organics Limited
1931,GOLDENTOBC,Golden Tobacco Limited
1932,RELIABLE,Reliable Data Services Limited
1933,ZENITHEXPO,Zenith Exports Limited
1934,MONOPHARMA,Mono Pharmacare Limited
1935,ASHOKAMET,Ashoka Metcast Limited
1936,VASWANI,Vaswani Industries Limited
1937,INSPIRE,Inspire Films Limited
1938,PRITIKA,Pritika Engineering Components Limited
1939,KEYFINSERV,Keynote Financial Services Limited
1940,LEXUS,Lexus Granito (India) Limited
1941,CPS,C P S Shapers Limited
1942,CELLPOINT,Cell Point (India) Limited
1943,PODDARHOUS,Poddar Housing and Development Limited
1944,ORIENTLTD,Orient Press Limited
1945,MORARJEE,Morarjee Textiles Limited
1946,MAITREYA,Maitreya Medicare Limited
1947,SHIVAMILLS,Shiva Mills Limited
1948,PRAMARA,Pramara Promotions Limited
1949,CEREBRAINT,Cerebra Integrated Technologies Limited
1950,MAHICKRA,Mahickra Chemicals Limited
1951,NAGREEKEXP,Nagreeka Exports Limited
1952,MICROPRO,Micropro Software Solutions Limited
1953,TRIDHYA,Tridhya Tech Limited
1954,SECURCRED,SecUR Credentials Limited
1955,CLSL,Crop Life Science Limited
1956,VIAZ,Viaz Tyres Limited
1957,AKG,Akg Exim Limited
1958,TERASOFT,Tera Software Limited
1959,AVSL,AVSL Industries Limited
1960,TAPIFRUIT,Tapi Fruit Processing Limited
1961,SCML,Sharp Chucks and Machines Limited
1962,COMPINFO,Compuage Infocom Limited
1963,JAIPURKURT,Nandani Creation Limited
1964,GSTL,Globesecure Technologies Limited
1965,SHRENIK,Shrenik Limited
1966,SAMBHAAV,Sambhaav Media Limited
1967,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited
1968,VINEETLAB,Vineet Laboratories Limited
1969,MOKSH,Moksh Ornaments Limited
1970,AROGRANITE,Aro Granite Industries Limited
1971,KANANIIND,Kanani Industries Limited
1972,PARASPETRO,Paras Petrofils Limited
1973,SOMATEX,Soma Textiles & Industries Limited
1974,ICDSLTD,ICDS Limited
1975,PNC,Pritish Nandy Communications Limited
1976,ACSAL,Arvind and Company Shipping Agencies Limited
1977,ROML,Raj Oil Mills Limited
1978,UCL,Ushanti Colour Chem Limited
1979,BMETRICS,Bombay Metrics Supply Chain Limited
1980,GANGAFORGE,Ganga Forging Limited
1981,MANUGRAPH,Manugraph India Limited
1982,SITINET,Siti Networks Limited
1983,ANKITMETAL,Ankit Metal & Power Limited
1984,MALUPAPER,Malu Paper Mills Limited
1985,SHANTHALA,Shanthala FMCG Products Limited
1986,AARVEEDEN,Aarvee Denims & Exports Limited
1987,UWCSL,Ultra Wiring Connectivity System Limited
1988,BANG,Bang Overseas Limited
1989,SIDDHIKA,Siddhika Coatings Limited
1990,PIGL,Power & Instrumentation (Gujarat) Limited
1991,SERVICE,Service Care Limited
1992,MAKS,Maks Energy Solutions India Limited
1993,BANARBEADS,Banaras Beads Limited
1994,REXPIPES,Rex Pipes And Cables Industries Limited
1995,AISL,ANI Integrated Services Limited
1996,NGIL,Nakoda Group of Industries Limited
1997,AKASH,Akash Infra-Projects Limited
1998,ISHAN,Ishan International Limited
1999,TFL,Transwarranty Finance Limited
2000,CBAZAAR,Net Avenue Technologies Limited
2001,DNAMEDIA,Diligent Media Corporation Limited
2002,GLOBE,Globe Textiles (India) Limited
2003,COMMITTED,Committed Cargo Care Limited
2004,JETFREIGHT,Jet Freight Logistics Limited
2005,UMA,Uma Converter Limited
2006,SPYL,Shekhawati Poly-Yarn Limited
2007,FLFL,Future Lifestyle Fashions Limited
2008,YCCL,Yasons Chemex Care Limited
2009,BDR,BDR Buildcon Limited
2010,PRECISION,Precision Metaliks Limited
2011,MASTER,Master Components Limited
2012,DKEGL,D.K. Enterprises Global Limited
2013,EXCEL,Excel Realty N Infra Limited
2014,DESTINY,Destiny Logistics & Infra Limited
2015,AJOONI,Ajooni Biotech Limited
2016,SANGANI,Sangani Hospitals Limited
2017,WOMANCART,Womancart Limited
2018,MADHAV,Madhav Marbles and Granites Limited
2019,LFIC,Lakshmi Finance & Industrial Corporation Limited
2020,BURNPUR,Burnpur Cement Limited
2021,SEYAIND,Seya Industries Limited
2022,JETKNIT,Jet Knitwears Limited
2023,MILTON,Milton Industries Limited
2024,VSCL,Vadivarhe Speciality Chemicals Limited
2025,PEARLPOLY,Pearl Polymers Limited
2026,HBSL,HB Stockholdings Limited
2027,OMFURN,Omfurn India Limited
2028,MADHUCON,Madhucon Projects Limited
2029,ABMINTLLTD,ABM International Limited
2030,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited
2031,ADL,Archidply Decor Limited
2032,KEEPLEARN,DSJ Keep Learning Limited
2033,BINANIIND,Binani Industries Limited
2034,RKDL,Ravi Kumar Distilleries Limited
2035,AGNI,Agni Green Power Limited
2036,CMRSL,Cyber Media Research & Services Limited
2037,SUULD,Suumaya Industries Limited
2038,INDIFRA,Indifra Limited
2039,CYBERMEDIA,Cyber Media (India) Limited
2040,TCLCONS,Tantia Constructions Limited
2041,SANGINITA,Sanginita Chemicals Limited
2042,TIMESCAN,Timescan Logistics (India) Limited
2043,FSC,Future Supply Chain Solutions Limited
2044,3PLAND,3P Land Holdings Limited
2045,LIBAS,Libas Consumer Products Limited
2046,SRPL,Shree Ram Proteins Limited
2047,SEL,Sungarner Energies Limited
2048,KONTOR,Kontor Space Limited
2049,VEEKAYEM,Veekayem Fashion and Apparels Limited
2050,NIDAN,Nidan Laboratories and Healthcare Limited
2051,SUPERSPIN,Super Spinning Mills Limited
2052,SAGARDEEP,Sagardeep Alloys Limited
2053,JFLLIFE,Jfl Life Sciences Limited
2054,EDUCOMP,Educomp Solutions Limited
2055,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
2056,SONUINFRA,Sonu Infratech Limited
2057,TGBHOTELS,TGB Banquets And Hotels Limited
2058,ADROITINFO,Adroit Infotech Limited
2059,ARISTO,Aristo Bio-Tech And Lifescience Limited
2060,SGL,STL Global Limited
2061,MARINETRAN,Marinetrans India Limited
2062,ASLIND,ASL Industries Limited
2063,GODHA,Godha Cabcon & Insulation Limited
2064,DIACABS,Diamond Power Infrastructure Limited
2065,LAXMICOT,Laxmi Cotspin Limited
2066,PATTECH,Pattech Fitwell Tube Components Limited
2067,JIWANRAM,Jiwanram Sheoduttrai Industries Limited
2068,COUNCODOS,Country Condo's Limited
2069,NEXTMEDIA,Next Mediaworks Limited
2070,TNTELE,Tamilnadu Telecommunication Limited
2071,ACEINTEG,Ace Integrated Solutions Limited
2072,AGUL,A G Universal Limited
2073,AGARWALFT,Agarwal Float Glass India Limited
2074,BALKRISHNA,Balkrishna Paper Mills Limited
2075,KKVAPOW,KKV Agro Powers Limited
2076,AMEYA,Ameya Precision Engineers Limited
2077,KHANDSE,Khandwala Securities Limited
2078,GATECH,GACM Technologies Limited
2079,TECILCHEM,TECIL Chemicals and Hydro Power Limited
2080,WALPAR,Walpar Nutritions Limited
2081,WILLAMAGOR,Williamson Magor & Company Limited
2082,SHAIVAL,Shaival Reality Limited
2083,BOHRAIND,Bohra Industries Limited
2084,SAHAJ,Sahaj Fashions Limited
2085,MEGAFLEX,Mega Flex Plastics Limited
2086,FMNL,Future Market Networks Limited
2087,21STCENMGM,21st Century Management Services Limited
2088,KSHITIJPOL,Kshitij Polyline Limited
2089,NKIND,NK Industries Limited
2090,HEADSUP,Heads UP Ventures Limited
2091,ROLLT,Rollatainers Limited
2092,PLADAINFO,Plada Infotech Services Limited
2093,GUJRAFFIA,Gujarat Raffia Industries Limited
2094,VILINBIO,Vilin Bio Med Limited
2095,KRIDHANINF,Kridhan Infra Limited
2096,VIVIDHA,Visagar Polytex Limited
2097,SABAR,Sabar Flex India Limited
2098,QUADPRO,Quadpro Ites Limited
2099,MITTAL,Mittal Life Style Limited
2100,NARMADA,Narmada Agrobase Limited
2101,INFOMEDIA,Infomedia Press Limited
2102,IMPEXFERRO,Impex Ferro Tech Limited
2103,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
2104,QFIL,Quality Foils (India) Limited
2105,CONTI,Continental Seeds and Chemicals Limited
2106,MINDPOOL,Mindpool Technologies Limited
2107,KAVVERITEL,Kavveri Telecom Products Limited
2108,UNIINFO,Uniinfo Telecom Services Limited
2109,MTEDUCARE,MT Educare Limited
2110,LCCINFOTEC,LCC Infotech Limited
2111,KHAITANLTD,Khaitan (India) Limited
2112,CALSOFT,California Software Company Limited
2113,SILGO,Silgo Retail Limited
2114,MOXSH,Moxsh Overseas Educon Limited
2115,ORIENTALTL,Oriental Trimex Limited
2116,SUNREST,Sunrest Lifescience Limited
2117,RICHA,Richa Info Systems Limited
2118,HYBRIDFIN,Hybrid Financial Services Limited
2119,VCL,Vaxtex Cotfab Limited
2120,RITEZONE,Rite Zone Chemcon India Limited
2121,SUPREMEENG,Supreme Engineering Limited
2122,VERA,Vera Synthetic Limited
2123,LRRPL,Lead Reclaim And Rubber Products Limited
2124,MOHITIND,Mohit Industries Limited
2125,WINSOME,Winsome Yarns Limited
2126,OLIL,Oneclick Logistics India Limited
2127,MASKINVEST,Mask Investments Limited
2128,PERFECT,Perfect Infraengineers Limited
2129,ANTGRAPHIC,Antarctica Limited
2130,ONELIFECAP,Onelife Capital Advisors Limited
2131,MPTODAY,Madhya Pradesh Today Media Limited
2132,TECHIN,Techindia Nirman Limited
2133,SAROJA,Saroja Pharma Industries India Limited
2134,LYPSAGEMS,Lypsa Gems & Jewellery Limited
2135,SPENTEX,Spentex Industries Limited
2136,SHANTI,Shanti Overseas (India) Limited
2137,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
2138,EASTSILK,Eastern Silk Industries Limited
2139,ORTINLAB,Ortin Laboratories Limited
2140,GRETEX,Gretex Industries Limited
2141,TIJARIA,Tijaria Polypipes Limited
2142,OMKARCHEM,Omkar Speciality Chemicals Limited
2143,VIVO,Vivo Collaboration Solutions Limited
2144,SILLYMONKS,Silly Monks Entertainment Limited
2145,SPRL,Sp Refractories Limited
2146,AILIMITED,Abhishek Integrations Limited
2147,DIGJAMLMTD,Digjam Limited
2148,UMESLTD,Usha Martin Education & Solutions Limited
2149,VIJIFIN,Viji Finance Limited
2150,KANDARP,Kandarp Digi Smart BPO Limited
2151,BRIGHT,Bright Solar Limited
2152,TVVISION,TV Vision Limited
2153,KCK,Kck Industries Limited
2154,AMIABLE,Amiable Logistics (India) Limited
2155,JAKHARIA,JAKHARIA FABRIC LIMITED
2156,BLUECHIP,Blue Chip India Limited
2157,ARENTERP,Rajdarshan Industries Limited
2158,GLFL,Gujarat Lease Financing Limited
2159,NORBTEAEXP,Norben Tea & Exports Limited
2160,INNOVATIVE,Innovative Tyres and Tubes Limited
2161,KALYANI,Kalyani Commercials Limited
2162,TRANSWIND,Transwind Infrastructures Limited
2163,DRL,Dhanuka Realty Limited
2164,SMVD,SMVD Poly Pack Limited
2165,EUROTEXIND,Eurotex Industries and Exports Limited
2166,RADAAN,Radaan Mediaworks India Limited
2167,SHYAMTEL,Shyam Telecom Limited
2168,TARAPUR,Tarapur Transformers Limited
2169,SABTN,Sri Adhikari Brothers Television Network Limited
2170,MANAV,Manav Infra Projects Limited
2171,PREMIER,Premier Limited
2172,BKMINDST,Bkm Industries Limited
2173,ACCORD,Accord Synergy Limited
2174,ALPSINDUS,Alps Industries Limited
2175,DCMFINSERV,DCM Financial Services Limited
2176,ABNINT,A B N Intercorp Limited
2177,SANCO,Sanco Industries Limited
2178,AHIMSA,Ahimsa Industries Limited
2179,CREATIVEYE,Creative Eye Limited
2180,UNIVAFOODS,Univa Foods Limited
2181,JALAN,Jalan Transolutions (India) Limited
2182,BLUECOAST,Blue Coast Hotels Limited
2183,NIRAJISPAT,Niraj Ispat Industries Limited
2184,SABEVENTS,Sab Events & Governance Now Media Limited
2185,MELSTAR,Melstar Information Technologies Limited
2186,LAKPRE,Lakshmi Precision Screws Limited
2187,BHALCHANDR,Bhalchandram Clothing Limited
2188,SKSTEXTILE,SKS Textiles Limited
2189,VASA,Vasa Retail and Overseas Ltd
